Nh,BOOK,"(0, 1)","(1, 2)",﻿,《军阀治世》,"['\ufeff', '《军阀治世》']",军阀治世.txt
Nh,Nh,"(0, 1)","(6, 7)",赵岩,媛,"['赵岩', '摸', '着', '下巴', '说道', '，', '媛', '儿', '将', '宣纸', '换', '了', '一张', '，', '对', '赵岩', '说道', '：', '“', '公子', '既然', '认得', '字', '，', '不如', '试试', '动手', '写', '，', '写字', '是', '熟能生巧', '，', '虽然', '忘记', '了', '，', '但', '只要', '多写', '几遍', '就', '能', '找回', '以前', '的', '样子', '了', '。', '”']",军阀治世.txt
Ns,Ns,"(2, 3)","(6, 7)",悉尼湾,北海,"['铁舰', '直下', '悉尼湾', ',', '一枪', '惊破', '北海', '夜', '。']",军阀治世.txt
Nh,Nh,"(4, 5)","(11, 12)",赵全,赵家,"['大半个', '月', '过去', '，', '赵全', '一行', '人', '风尘仆仆', '的', '回到', '了', '赵家', '村', '，', '还', '抬回', '了', '几具', '尸体', '，', '赵岩', '看着', '那', '几具', '尸体', '，', '正是', '赵家', '的', '家丁', '，', '显然', '这次', '买卖', '有人', '阵亡', '。']",军阀治世.txt
Nh,Nh,"(20, 21)","(27, 28)",赵岩,赵家,"['大半个', '月', '过去', '，', '赵全', '一行', '人', '风尘仆仆', '的', '回到', '了', '赵家', '村', '，', '还', '抬回', '了', '几具', '尸体', '，', '赵岩', '看着', '那', '几具', '尸体', '，', '正是', '赵家', '的', '家丁', '，', '显然', '这次', '买卖', '有人', '阵亡', '。']",军阀治世.txt
Ns,Ns,"(0, 1)","(4, 5)",山东,登州,"['山东', '十七处', '盐场', '，', '登州', '有', '四处', '，', '这次', '赵全', '去', '那', '四处', '盐场', '跑', '了', '一遍', '，', '结果', '都', '没', '买', '到', '多少', '盐', '。']",军阀治世.txt
Ns,Nh,"(4, 5)","(9, 10)",登州,赵全,"['山东', '十七处', '盐场', '，', '登州', '有', '四处', '，', '这次', '赵全', '去', '那', '四处', '盐场', '跑', '了', '一遍', '，', '结果', '都', '没', '买', '到', '多少', '盐', '。']",军阀治世.txt
Ns,Ns,"(11, 12)","(18, 19)",登州,北直隶,"['以往', '赵家', '做', '这', '私盐', '贩运', '生意', '，', '都', '是', '在', '登州', '买', '盐', '，', '然后', '贩卖', '到', '北直隶', '，', '那里', '有', '一个', '搭', '上线', '的', '买家', '。']",军阀治世.txt
Ns,Ns,"(2, 3)","(9, 10)",登州,莱州,"['这次', '在', '登州', '没买', '到', '盐', '，', '只能', '去', '莱州', '买', '。']",军阀治世.txt
Ns,Nh,"(0, 1)","(5, 6)",莱州,孔有德,"['莱州', '虽然', '也', '经历', '了', '孔有德', '叛乱', '的', '影响', '，', '但', '毕竟', '不如', '登州', '这般', '严重', '，', '很多', '盐场', '还', '在', '正常', '产盐', '。']",军阀治世.txt
Nh,Ns,"(1, 2)","(3, 4)",赵家,莱州,"['只是', '赵家', '在', '莱州', '没什么', '门路', '，', '私盐', '买到', '的', '不', '多', '。']",军阀治世.txt
Nh,Ns,"(0, 1)","(5, 6)",赵全,漳浦,"['赵全', '目瞪口呆', '，', '小时候', '在', '漳浦', '时', '经常', '接触', '海贸', '，', '毕竟', '月', '港', '就', '离', '漳浦', '不远', '，', '这', '西洋镜', '的', '来路', '他', '最', '清楚', '不过', '了', '，', '只有', '西洋', '人中', '的', '一个', '国家', '会造', '，', '而且', '技术', '控制', '得', '极严', '。']",军阀治世.txt
Nh,Nh,"(6, 7)","(8, 9)",赵岩,赵全,"['玻璃镜', '的', '销售', '细节', '上', '，', '赵岩', '和', '赵全', '想', '了', '几天', '终于', '确定', '了', '下来', '。']",军阀治世.txt
Ns,Ns,"(0, 1)","(5, 6)",欧洲,中国,"['欧洲', '的', '镜子', '之所以', '在', '中国', '没有', '成为', '时尚', '风潮', '，', '主要', '是', '文化', '方面', '的', '差异', '，', '此时', '的', '中国', '人', '对', '西方人', '的', '审美观', '并', '不', '太', '认同', '。']",军阀治世.txt
Ns,Nh,"(15, 16)","(19, 20)",济南,尔,"['赵全', '对此', '显然', '很', '熟悉', '，', '不慌不忙', '的', '上前', '交涉', '，', '“', '我家', '公子', '去', '济南', '城', '探亲', '，', '尔', '等', '为何', '阻拦', '？', '”']",军阀治世.txt
Nh,Ns,"(16, 17)","(18, 19)",赵全,济南,"['赵岩', '第一次', '见到', '明代', '城池', '中', '的', '景象', '，', '没', '来得', '急多', '看', '，', '便', '和', '赵全', '前往', '济南', '的', '山东', '会馆', '，', '山东', '会馆', '是', '为', '山东', '商帮', '所建', '。']",军阀治世.txt
Nh,Ns,"(16, 17)","(20, 21)",赵全,山东,"['赵岩', '第一次', '见到', '明代', '城池', '中', '的', '景象', '，', '没', '来得', '急多', '看', '，', '便', '和', '赵全', '前往', '济南', '的', '山东', '会馆', '，', '山东', '会馆', '是', '为', '山东', '商帮', '所建', '。']",军阀治世.txt
Nh,Ns,"(16, 17)","(23, 24)",赵全,山东,"['赵岩', '第一次', '见到', '明代', '城池', '中', '的', '景象', '，', '没', '来得', '急多', '看', '，', '便', '和', '赵全', '前往', '济南', '的', '山东', '会馆', '，', '山东', '会馆', '是', '为', '山东', '商帮', '所建', '。']",军阀治世.txt
Ns,Ns,"(18, 19)","(20, 21)",济南,山东,"['赵岩', '第一次', '见到', '明代', '城池', '中', '的', '景象', '，', '没', '来得', '急多', '看', '，', '便', '和', '赵全', '前往', '济南', '的', '山东', '会馆', '，', '山东', '会馆', '是', '为', '山东', '商帮', '所建', '。']",军阀治世.txt
Ns,Ns,"(18, 19)","(23, 24)",济南,山东,"['赵岩', '第一次', '见到', '明代', '城池', '中', '的', '景象', '，', '没', '来得', '急多', '看', '，', '便', '和', '赵全', '前往', '济南', '的', '山东', '会馆', '，', '山东', '会馆', '是', '为', '山东', '商帮', '所建', '。']",军阀治世.txt
Ns,Ns,"(20, 21)","(23, 24)",山东,山东,"['赵岩', '第一次', '见到', '明代', '城池', '中', '的', '景象', '，', '没', '来得', '急多', '看', '，', '便', '和', '赵全', '前往', '济南', '的', '山东', '会馆', '，', '山东', '会馆', '是', '为', '山东', '商帮', '所建', '。']",军阀治世.txt
Ns,Ns,"(20, 21)","(27, 28)",山东,山东,"['赵岩', '第一次', '见到', '明代', '城池', '中', '的', '景象', '，', '没', '来得', '急多', '看', '，', '便', '和', '赵全', '前往', '济南', '的', '山东', '会馆', '，', '山东', '会馆', '是', '为', '山东', '商帮', '所建', '。']",军阀治世.txt
Ns,Ns,"(23, 24)","(27, 28)",山东,山东,"['赵岩', '第一次', '见到', '明代', '城池', '中', '的', '景象', '，', '没', '来得', '急多', '看', '，', '便', '和', '赵全', '前往', '济南', '的', '山东', '会馆', '，', '山东', '会馆', '是', '为', '山东', '商帮', '所建', '。']",军阀治世.txt
Ns,Ns,"(31, 32)","(34, 35)",广东,陕西,"['经济', '原因', '加上', '乡土观念', '，', '促使', '举子', '和', '商人', '都', '希望', '有', '一个', '凭借', '乡谊', '相互', '关照', '的', '住处', '，', '于是', '冠以', '各地', '名字', '的', '会馆', '便', '出现', '了', '，', '如', '广东', '会馆', '、', '陕西', '会馆', '等', '。']",军阀治世.txt
Ni,Nh,"(0, 2)","(6, 7)",山东会馆,赵岩,"['山东', '会馆', '的', '规模', '较大', '，', '赵岩', '一行', '人一到', '，', '便', '有人', '迎', '上', '前来', '，', '一行', '人', '即刻', '在', '会馆', '中', '安顿', '了', '下来', '。']",军阀治世.txt
Nh,Nh,"(4, 5)","(6, 7)",赵岩,赵全,"['天色', '渐渐', '暗淡', '，', '赵岩', '和', '赵全', '商量', '了', '一下', '，', '等', '明日', '再', '去', '寻找', '买家', '，', '于是', '便', '早早', '的', '睡', '了', '。']",军阀治世.txt
Ns,Nh,"(15, 16)","(18, 19)",山东,郑世琏,"['赵岩', '坐在', '会馆', '的', '客厅', '内', '，', '约', '来', '了', '建造', '这座', '会', '所', '的', '山东', '帮', '大佬', '郑世琏', '，', '郑家', '乃是', '济南', '府', '的', '大', '地主', '，', '资本', '十分', '雄厚', '，', '以前', '赵家', '贩卖', '私盐', '时有', '与', '之', '合作', '的', '经历', '。']",军阀治世.txt
Ns,Ns,"(15, 16)","(22, 23)",山东,济南,"['赵岩', '坐在', '会馆', '的', '客厅', '内', '，', '约', '来', '了', '建造', '这座', '会', '所', '的', '山东', '帮', '大佬', '郑世琏', '，', '郑家', '乃是', '济南', '府', '的', '大', '地主', '，', '资本', '十分', '雄厚', '，', '以前', '赵家', '贩卖', '私盐', '时有', '与', '之', '合作', '的', '经历', '。']",军阀治世.txt
Nh,Ns,"(18, 19)","(22, 23)",郑世琏,济南,"['赵岩', '坐在', '会馆', '的', '客厅', '内', '，', '约', '来', '了', '建造', '这座', '会', '所', '的', '山东', '帮', '大佬', '郑世琏', '，', '郑家', '乃是', '济南', '府', '的', '大', '地主', '，', '资本', '十分', '雄厚', '，', '以前', '赵家', '贩卖', '私盐', '时有', '与', '之', '合作', '的', '经历', '。']",军阀治世.txt
Ns,Nh,"(18, 19)","(21, 22)",登州,赵贵,"['郑世琏', '切入', '正题', '问道', '，', '边', '打量', '着', '赵岩', '，', '前', '些', '日子', '他', '也', '听说', '了', '，', '登州', '的', '盐贩子', '赵贵', '被', '那', '孔有德', '的', '乱兵', '给', '杀', '了', '，', '没', '曾', '想', '，', '刚', '听说', '没', '几天', '，', '赵贵', '的', '儿子', '就', '找上门来', '了', '。']",军阀治世.txt
Ns,Nh,"(18, 19)","(24, 25)",登州,孔有德,"['郑世琏', '切入', '正题', '问道', '，', '边', '打量', '着', '赵岩', '，', '前', '些', '日子', '他', '也', '听说', '了', '，', '登州', '的', '盐贩子', '赵贵', '被', '那', '孔有德', '的', '乱兵', '给', '杀', '了', '，', '没', '曾', '想', '，', '刚', '听说', '没', '几天', '，', '赵贵', '的', '儿子', '就', '找上门来', '了', '。']",军阀治世.txt
Nh,Nh,"(21, 22)","(24, 25)",赵贵,孔有德,"['郑世琏', '切入', '正题', '问道', '，', '边', '打量', '着', '赵岩', '，', '前', '些', '日子', '他', '也', '听说', '了', '，', '登州', '的', '盐贩子', '赵贵', '被', '那', '孔有德', '的', '乱兵', '给', '杀', '了', '，', '没', '曾', '想', '，', '刚', '听说', '没', '几天', '，', '赵贵', '的', '儿子', '就', '找上门来', '了', '。']",军阀治世.txt
Ns,Ns,"(7, 8)","(13, 14)",福建,京城,"['“', '一批', '西洋镜', '，', '家父', '生前', '从', '福建', '买来', '的', '，', '本想', '贩到', '京城', '出售', '，', '不曾', '想出', '了', '孔有德', '这', '祸事', '，', '为父', '不幸', '死', '于', '乱兵', '之中', '，', '小侄', '也', '是', '心灰意冷', '，', '打算', '把', '那批', '西洋镜', '直接', '出手', '，', '好', '安心', '在家', '为', '家父', '守孝', '，', '第一个', '就', '想到', '了', '世伯', '。', '”']",军阀治世.txt
Ns,Nh,"(13, 14)","(19, 20)",京城,孔有德,"['“', '一批', '西洋镜', '，', '家父', '生前', '从', '福建', '买来', '的', '，', '本想', '贩到', '京城', '出售', '，', '不曾', '想出', '了', '孔有德', '这', '祸事', '，', '为父', '不幸', '死', '于', '乱兵', '之中', '，', '小侄', '也', '是', '心灰意冷', '，', '打算', '把', '那批', '西洋镜', '直接', '出手', '，', '好', '安心', '在家', '为', '家父', '守孝', '，', '第一个', '就', '想到', '了', '世伯', '。', '”']",军阀治世.txt
Nh,Nh,"(0, 1)","(6, 7)",赵岩点,赵全,"['赵岩点', '了', '点头', '，', '边上', '的', '赵全', '连忙', '拿出', '镜子', '，', '放到', '了', '中间', '的', '桌案', '上', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(4, 5)",赵岩,郑世琏,"['赵岩', '不断', '的', '给', '郑世琏', '灌', '黄汤', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(5, 6)",郑世琏,赵岩,"['郑世琏', '心中', '一动', '，', '对', '赵岩', '问道', '。']",军阀治世.txt
Nh,Ns,"(0, 1)","(7, 8)",郑世琏,京城,"['郑世琏', '估摸', '着', '，', '以', '郑家', '在', '京城', '和', '扬州', '的', '关系', '和', '渠道', '，', '这些', '西洋镜', '赚个', '十几', '二十万两', '不成问题', '。']",军阀治世.txt
Ns,Ns,"(7, 8)","(9, 10)",京城,扬州,"['郑世琏', '估摸', '着', '，', '以', '郑家', '在', '京城', '和', '扬州', '的', '关系', '和', '渠道', '，', '这些', '西洋镜', '赚个', '十几', '二十万两', '不成问题', '。']",军阀治世.txt
Ns,Ns,"(12, 13)","(14, 15)",京城,扬州,"['顿时', '心情', '大好', '，', '只是', '不', '知道', '是', '把', '这批', '西洋镜', '贩到', '京城', '还是', '扬州', '，', '京城', '自', '是', '不必', '说', '，', '达官贵人', '遍地', '，', '市场', '很', '广阔', '。']",军阀治世.txt
Ns,Ns,"(12, 13)","(16, 17)",京城,京城,"['顿时', '心情', '大好', '，', '只是', '不', '知道', '是', '把', '这批', '西洋镜', '贩到', '京城', '还是', '扬州', '，', '京城', '自', '是', '不必', '说', '，', '达官贵人', '遍地', '，', '市场', '很', '广阔', '。']",军阀治世.txt
Ns,Ns,"(14, 15)","(16, 17)",扬州,京城,"['顿时', '心情', '大好', '，', '只是', '不', '知道', '是', '把', '这批', '西洋镜', '贩到', '京城', '还是', '扬州', '，', '京城', '自', '是', '不必', '说', '，', '达官贵人', '遍地', '，', '市场', '很', '广阔', '。']",军阀治世.txt
Nh,Ns,"(14, 15)","(20, 21)",郑世琏,京城,"['盐商', '们', '生活', '奢侈', '，', '向来', '是', '奢侈品', '的', '最佳', '销售', '地点', '，', '所以', '郑世琏', '心中', '琢磨', '是', '卖', '到', '京城', '去', '好', '，', '还是', '卖', '到', '扬州', '去', '好', '。']",军阀治世.txt
Ns,Ns,"(20, 21)","(27, 28)",京城,扬州,"['盐商', '们', '生活', '奢侈', '，', '向来', '是', '奢侈品', '的', '最佳', '销售', '地点', '，', '所以', '郑世琏', '心中', '琢磨', '是', '卖', '到', '京城', '去', '好', '，', '还是', '卖', '到', '扬州', '去', '好', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(2, 3)",赵全,郑世琏,"['赵全', '和', '郑世琏', '的', '管家', '下去', '交易', '，', '郑世琏', '没', '思忖', '多久', '，', '继续', '和', '赵岩', '商议', '，', '自然', '是', '刚才', '答应', '的', '代购', '粮食', '一事', '，', '“', '不知', '世侄', '需要', '买', '多少', '粮食', '，', '我', '尽快', '让', '人', '去', '准备', '。', '”']",军阀治世.txt
Nh,Nh,"(2, 3)","(8, 9)",郑世琏,郑世琏,"['赵全', '和', '郑世琏', '的', '管家', '下去', '交易', '，', '郑世琏', '没', '思忖', '多久', '，', '继续', '和', '赵岩', '商议', '，', '自然', '是', '刚才', '答应', '的', '代购', '粮食', '一事', '，', '“', '不知', '世侄', '需要', '买', '多少', '粮食', '，', '我', '尽快', '让', '人', '去', '准备', '。', '”']",军阀治世.txt
Nh,Nh,"(8, 9)","(15, 16)",郑世琏,赵岩,"['赵全', '和', '郑世琏', '的', '管家', '下去', '交易', '，', '郑世琏', '没', '思忖', '多久', '，', '继续', '和', '赵岩', '商议', '，', '自然', '是', '刚才', '答应', '的', '代购', '粮食', '一事', '，', '“', '不知', '世侄', '需要', '买', '多少', '粮食', '，', '我', '尽快', '让', '人', '去', '准备', '。', '”']",军阀治世.txt
Nh,Nh,"(0, 1)","(3, 4)",郑世琏,赵岩,"['郑世琏', '听', '着', '赵岩', '那', '好似', '完全', '不在意', '的', '语气', '，', '忍不住', '叫', '了', '出来', '，', '“', '世侄', '，', '这', '可是', '几万', '石', '粮食', '啊', '！', '”']",军阀治世.txt
Nh,Nh,"(0, 1)","(4, 5)",郑世琏,赵岩,"['郑世琏', '诧异', '的', '看着', '赵岩', '问道', '。']",军阀治世.txt
Ns,Nh,"(4, 5)","(6, 7)",登州,孔有德,"['“', '世伯', '有所不知', '，', '登州', '被', '孔有德', '搅得', '一片', '破败', '，', '现今', '饿殍遍野', '，', '百姓', '流离', '。']",军阀治世.txt
Nh,Nh,"(1, 2)","(4, 5)",郑世琏,赵岩,"['只是', '郑世琏', '不免', '对', '赵岩', '的', '看法', '有些', '变化', '，', '心中', '断定', '这个', '年轻人', '心性', '还是', '太嫩', '了', '些', '，', '目前', '这', '样子', '还', '不', '适合', '做生意', '，', '就是', '不', '知道', '以后', '如何', '。']",军阀治世.txt
Ns,Ns,"(0, 1)","(7, 8)",山东,鲁西,"['山东', '这', '地方', '缺少', '铁矿', '，', '只有', '鲁西', '一带', '有', '铁矿', '，', '而且', '品质', '不高', '。']",军阀治世.txt
Nh,Nh,"(8, 9)","(13, 14)",郑世琏,赵岩,"['买', '铁料', '有点', '麻烦', '，', '最后', '还是', '在', '郑世琏', '的', '引荐', '下', '，', '赵岩', '结识', '了', '一个', '矿监', '。']",军阀治世.txt
Nh,Ns,"(0, 1)","(2, 3)",赵全边,济南,"['赵全边', '在', '济南', '城', '附近', '购买', '耕牛', '，', '边', '组织', '运送', '车队', '。']",军阀治世.txt
Nh,Ns,"(11, 12)","(16, 17)",赵全,登州,"['这', '人', '正是', '赵岩', '，', '面色', '有些', '凝重', '，', '对', '边上', '赵全', '问道', '：', '“', '赶回', '登州', '要', '几天', '？', '”']",军阀治世.txt
