Nh,Ns,"(0, 1)","(7, 8)",陶菊隐,湖南,"['陶菊隐', '（', '1898', '~', '1989', '）', '，', '湖南', '长沙人', '，', '民国', '时代', '的', '著名', '记者', '，', '近代', '军阀史', '的', '权威', '见证者', '和', '整理', '研究者', '。']"
Nh,Nh,"(0, 1)","(5, 6)",王占元,李奎元,"['王占元', '事前派', '第十一', '师', '师长', '李奎元', '部', '到', '信阳', '，', '鄂军', '第四', '旅', '旅长', '刘佐龙', '、', '第二十一', '混', '成', '旅', '旅长', '孙传芳', '两', '部', '到', '广', '水', '，', '监视', '豫南', '、', '鄂北', '吴军', '，', '又', '派', '第十八', '混', '成', '旅旅长', '赵荣华', '到', '潜江', '，', '会同', '第十六', '混', '成', '旅', '旅长', '冯玉祥', '，', '派兵', '监视', '鄂', '西', '吴军', '。']"
Nh,Ns,"(5, 6)","(8, 9)",李奎元,信阳,"['王占元', '事前派', '第十一', '师', '师长', '李奎元', '部', '到', '信阳', '，', '鄂军', '第四', '旅', '旅长', '刘佐龙', '、', '第二十一', '混', '成', '旅', '旅长', '孙传芳', '两', '部', '到', '广', '水', '，', '监视', '豫南', '、', '鄂北', '吴军', '，', '又', '派', '第十八', '混', '成', '旅旅长', '赵荣华', '到', '潜江', '，', '会同', '第十六', '混', '成', '旅', '旅长', '冯玉祥', '，', '派兵', '监视', '鄂', '西', '吴军', '。']"
Ns,Nh,"(8, 9)","(14, 15)",信阳,刘佐龙,"['王占元', '事前派', '第十一', '师', '师长', '李奎元', '部', '到', '信阳', '，', '鄂军', '第四', '旅', '旅长', '刘佐龙', '、', '第二十一', '混', '成', '旅', '旅长', '孙传芳', '两', '部', '到', '广', '水', '，', '监视', '豫南', '、', '鄂北', '吴军', '，', '又', '派', '第十八', '混', '成', '旅旅长', '赵荣华', '到', '潜江', '，', '会同', '第十六', '混', '成', '旅', '旅长', '冯玉祥', '，', '派兵', '监视', '鄂', '西', '吴军', '。']"
Nh,Nh,"(14, 15)","(21, 22)",刘佐龙,孙传芳,"['王占元', '事前派', '第十一', '师', '师长', '李奎元', '部', '到', '信阳', '，', '鄂军', '第四', '旅', '旅长', '刘佐龙', '、', '第二十一', '混', '成', '旅', '旅长', '孙传芳', '两', '部', '到', '广', '水', '，', '监视', '豫南', '、', '鄂北', '吴军', '，', '又', '派', '第十八', '混', '成', '旅旅长', '赵荣华', '到', '潜江', '，', '会同', '第十六', '混', '成', '旅', '旅长', '冯玉祥', '，', '派兵', '监视', '鄂', '西', '吴军', '。']"
Ns,Ns,"(29, 30)","(31, 32)",豫南,鄂北,"['王占元', '事前派', '第十一', '师', '师长', '李奎元', '部', '到', '信阳', '，', '鄂军', '第四', '旅', '旅长', '刘佐龙', '、', '第二十一', '混', '成', '旅', '旅长', '孙传芳', '两', '部', '到', '广', '水', '，', '监视', '豫南', '、', '鄂北', '吴军', '，', '又', '派', '第十八', '混', '成', '旅旅长', '赵荣华', '到', '潜江', '，', '会同', '第十六', '混', '成', '旅', '旅长', '冯玉祥', '，', '派兵', '监视', '鄂', '西', '吴军', '。']"
Ns,Nh,"(29, 30)","(32, 33)",豫南,吴军,"['王占元', '事前派', '第十一', '师', '师长', '李奎元', '部', '到', '信阳', '，', '鄂军', '第四', '旅', '旅长', '刘佐龙', '、', '第二十一', '混', '成', '旅', '旅长', '孙传芳', '两', '部', '到', '广', '水', '，', '监视', '豫南', '、', '鄂北', '吴军', '，', '又', '派', '第十八', '混', '成', '旅旅长', '赵荣华', '到', '潜江', '，', '会同', '第十六', '混', '成', '旅', '旅长', '冯玉祥', '，', '派兵', '监视', '鄂', '西', '吴军', '。']"
Ns,Nh,"(31, 32)","(32, 33)",鄂北,吴军,"['王占元', '事前派', '第十一', '师', '师长', '李奎元', '部', '到', '信阳', '，', '鄂军', '第四', '旅', '旅长', '刘佐龙', '、', '第二十一', '混', '成', '旅', '旅长', '孙传芳', '两', '部', '到', '广', '水', '，', '监视', '豫南', '、', '鄂北', '吴军', '，', '又', '派', '第十八', '混', '成', '旅旅长', '赵荣华', '到', '潜江', '，', '会同', '第十六', '混', '成', '旅', '旅长', '冯玉祥', '，', '派兵', '监视', '鄂', '西', '吴军', '。']"
Nh,Ns,"(40, 41)","(42, 43)",赵荣华,潜江,"['王占元', '事前派', '第十一', '师', '师长', '李奎元', '部', '到', '信阳', '，', '鄂军', '第四', '旅', '旅长', '刘佐龙', '、', '第二十一', '混', '成', '旅', '旅长', '孙传芳', '两', '部', '到', '广', '水', '，', '监视', '豫南', '、', '鄂北', '吴军', '，', '又', '派', '第十八', '混', '成', '旅旅长', '赵荣华', '到', '潜江', '，', '会同', '第十六', '混', '成', '旅', '旅长', '冯玉祥', '，', '派兵', '监视', '鄂', '西', '吴军', '。']"
Nh,Nh,"(50, 51)","(56, 57)",冯玉祥,吴军,"['王占元', '事前派', '第十一', '师', '师长', '李奎元', '部', '到', '信阳', '，', '鄂军', '第四', '旅', '旅长', '刘佐龙', '、', '第二十一', '混', '成', '旅', '旅长', '孙传芳', '两', '部', '到', '广', '水', '，', '监视', '豫南', '、', '鄂北', '吴军', '，', '又', '派', '第十八', '混', '成', '旅旅长', '赵荣华', '到', '潜江', '，', '会同', '第十六', '混', '成', '旅', '旅长', '冯玉祥', '，', '派兵', '监视', '鄂', '西', '吴军', '。']"
Ns,Ni,"(11, 12)","(17, 19)",汉口,武汉文武,"['吴光新', '对', '自己', '的', '命运', '一无所知', '，', '7月', '16日', '还', '在', '汉口', '海天', '春', '西菜店', '大', '宴', '武汉', '文武', '官员', '。']"
Nh,Ns,"(2, 3)","(4, 5)",吴渡江,武昌,"['宴', '后', '吴渡江', '到', '武昌', '访问', '王占元', '，', '王', '向', '他', '说道', '：', '“', '听说', '老兄', '调兵遣将', '，', '集中', '汉口', '，', '意欲', '何', '为', '?']"
Nh,Nh,"(2, 3)","(6, 7)",吴渡江,王占元,"['宴', '后', '吴渡江', '到', '武昌', '访问', '王占元', '，', '王', '向', '他', '说道', '：', '“', '听说', '老兄', '调兵遣将', '，', '集中', '汉口', '，', '意欲', '何', '为', '?']"
Nh,Nh,"(2, 3)","(8, 9)",吴渡江,王,"['宴', '后', '吴渡江', '到', '武昌', '访问', '王占元', '，', '王', '向', '他', '说道', '：', '“', '听说', '老兄', '调兵遣将', '，', '集中', '汉口', '，', '意欲', '何', '为', '?']"
Ns,Nh,"(4, 5)","(6, 7)",武昌,王占元,"['宴', '后', '吴渡江', '到', '武昌', '访问', '王占元', '，', '王', '向', '他', '说道', '：', '“', '听说', '老兄', '调兵遣将', '，', '集中', '汉口', '，', '意欲', '何', '为', '?']"
Ns,Nh,"(4, 5)","(8, 9)",武昌,王,"['宴', '后', '吴渡江', '到', '武昌', '访问', '王占元', '，', '王', '向', '他', '说道', '：', '“', '听说', '老兄', '调兵遣将', '，', '集中', '汉口', '，', '意欲', '何', '为', '?']"
Nh,Nh,"(6, 7)","(8, 9)",王占元,王,"['宴', '后', '吴渡江', '到', '武昌', '访问', '王占元', '，', '王', '向', '他', '说道', '：', '“', '听说', '老兄', '调兵遣将', '，', '集中', '汉口', '，', '意欲', '何', '为', '?']"
Nh,Nh,"(8, 9)","(12, 13)",吴,吴,"['王', '拿', '出', '从', '电局', '里', '查出', '的', '吴', '的', '调兵电报', '交给', '吴', '看', '。']"
Ns,Nh,"(3, 5)","(10, 11)",汉口后城,吴军,"['同时', '，', '在', '汉口', '后城', '、', '桥口', '一带', '的', '少数', '吴军', '被', '缴械', '遣散', '，', '在', '信阳', '的', '赵旅', '稍', '有', '抵抗', '也', '被', '第十一', '师', '包围', '解散', '，', '其余', '各', '旅', '则', '均', '表示', '降服', '，', '由', '王占元', '接收', '改编', '。']"
Nh,Ns,"(10, 11)","(16, 17)",吴军,信阳,"['同时', '，', '在', '汉口', '后城', '、', '桥口', '一带', '的', '少数', '吴军', '被', '缴械', '遣散', '，', '在', '信阳', '的', '赵旅', '稍', '有', '抵抗', '也', '被', '第十一', '师', '包围', '解散', '，', '其余', '各', '旅', '则', '均', '表示', '降服', '，', '由', '王占元', '接收', '改编', '。']"
Ns,Nh,"(16, 17)","(18, 19)",信阳,赵旅,"['同时', '，', '在', '汉口', '后城', '、', '桥口', '一带', '的', '少数', '吴军', '被', '缴械', '遣散', '，', '在', '信阳', '的', '赵旅', '稍', '有', '抵抗', '也', '被', '第十一', '师', '包围', '解散', '，', '其余', '各', '旅', '则', '均', '表示', '降服', '，', '由', '王占元', '接收', '改编', '。']"
Nh,Nh,"(3, 4)","(10, 11)",王占元,吴光新,"['9月', '5日', '，', '王占元', '所', '组织', '的', '军法', '会', '审判处', '吴光新', '以', '15年', '的', '有期徒刑', '。']"
Ns,Nh,"(20, 21)","(27, 28)",上海,王揖唐,"['直', '皖', '战争', '发动', '后', '，', '李纯下', '了', '一', '道', '密令', '，', '以', '“', '通匪有据', '”', '的', '罪名', '通缉', '在', '上海', '招摇撞骗', '的', '北方', '议和', '总', '代表', '王揖唐', '。']"
Nh,Ns,"(0, 1)","(3, 4)",王揖唐,杭州,"['王揖唐', '先', '逃往', '杭州', '托庇于', '卢永祥', '，', '随后', '化装', '逃往', '日本', '。']"
Nh,Nh,"(0, 1)","(5, 6)",王揖唐,卢永祥,"['王揖唐', '先', '逃往', '杭州', '托庇于', '卢永祥', '，', '随后', '化装', '逃往', '日本', '。']"
Ns,Nh,"(3, 4)","(5, 6)",杭州,卢永祥,"['王揖唐', '先', '逃往', '杭州', '托庇于', '卢永祥', '，', '随后', '化装', '逃往', '日本', '。']"
Ns,Ns,"(3, 4)","(10, 11)",杭州,日本,"['王揖唐', '先', '逃往', '杭州', '托庇于', '卢永祥', '，', '随后', '化装', '逃往', '日本', '。']"
Nh,Ns,"(5, 6)","(10, 11)",卢永祥,日本,"['王揖唐', '先', '逃往', '杭州', '托庇于', '卢永祥', '，', '随后', '化装', '逃往', '日本', '。']"
Ns,Ns,"(8, 9)","(10, 11)",英,美,"['外交团', '就', '这', '一', '问题', '交换', '意见', '，', '英', '、', '美', '、', '法', '三', '国', '公使', '都', '不', '承认', '安福系', '分子', '为', '国事犯', '，', '建议', '以', '外交团', '全体', '名义', '发表', '声明', '，', '拒绝', '收容', '祸首', '。']"
Ns,Ns,"(8, 9)","(12, 13)",英,法,"['外交团', '就', '这', '一', '问题', '交换', '意见', '，', '英', '、', '美', '、', '法', '三', '国', '公使', '都', '不', '承认', '安福系', '分子', '为', '国事犯', '，', '建议', '以', '外交团', '全体', '名义', '发表', '声明', '，', '拒绝', '收容', '祸首', '。']"
Ns,Ns,"(10, 11)","(12, 13)",美,法,"['外交团', '就', '这', '一', '问题', '交换', '意见', '，', '英', '、', '美', '、', '法', '三', '国', '公使', '都', '不', '承认', '安福系', '分子', '为', '国事犯', '，', '建议', '以', '外交团', '全体', '名义', '发表', '声明', '，', '拒绝', '收容', '祸首', '。']"
Ns,Ns,"(1, 2)","(8, 9)",日本,荷兰,"['但是', '日本', '公使', '不', '同意', '，', '并且', '联合', '荷兰', '、', '意大利', '两', '国', '公使', '表示', '反对', '。']"
Ns,Ns,"(8, 9)","(10, 11)",荷兰,意大利,"['但是', '日本', '公使', '不', '同意', '，', '并且', '联合', '荷兰', '、', '意大利', '两', '国', '公使', '表示', '反对', '。']"
Nh,Ns,"(4, 5)","(10, 11)",王怀庆,东交民巷,"['命令', '发表', '后', '，', '王怀庆', '派', '有', '便衣', '军警', '在', '东交民巷', '使', '馆界', '长期', '守望', '，', '并', '在', '巷口', '悬挂', '祸首', '照片', '，', '倘遇祸', '首', '逸', '出', '，', '即行', '拘捕', '。']"
Nh,Nh,"(6, 7)","(13, 14)",段祺瑞,曹,"['各省', '人民团体', '纷纷', '通电', '指出', '：', '段祺瑞', '乃是', '卖国', '集团', '的', '首领', '，', '曹', '、', '章', '、', '陆', '三', '人', '又', '系', '“', '国人', '皆', '曰', '可', '杀', '”', '的', '卖国贼', '，', '何', '能', '置', '而', '不', '问', '!']"
Nh,Nh,"(13, 14)","(15, 16)",曹,章,"['各省', '人民团体', '纷纷', '通电', '指出', '：', '段祺瑞', '乃是', '卖国', '集团', '的', '首领', '，', '曹', '、', '章', '、', '陆', '三', '人', '又', '系', '“', '国人', '皆', '曰', '可', '杀', '”', '的', '卖国贼', '，', '何', '能', '置', '而', '不', '问', '!']"
Nh,Ni,"(3, 4)","(6, 8)",奉军,安福俱乐部,"['7月', '25日', '，', '奉军', '曾', '到', '安福', '俱乐部', '进行', '搜查', '。']"
Nh,Ni,"(3, 4)","(6, 8)",徐世昌,安福俱乐部,"['8月', '3日', '，', '徐世昌', '下令', '解散', '安福', '俱乐部', '，', '不', '承认', '安福系', '为', '政党', '，', '而', '认为', '是', '一个', '“', '构乱', '机关', '”', '，', '但', '又', '再度', '声明', '：', '“', '除', '已', '有', '明令', '拿', '办', '诸', '人', '外', '，', '其余', '该部', '党员', '，', '苟非', '确', '有', '附乱', '证据者', '，', '概予', '免究', '。']"
Nh,Nh,"(5, 6)","(7, 8)",曹锟,吴佩孚,"['这', '道', '命令', '引起', '了', '曹锟', '、', '吴佩孚', '和', '长江', '三督', '的', '严重', '不满', '，', '徐世昌', '才', '又', '于', '7日', '补发', '两', '道', '命令', '，', '除', '通缉', '王揖唐', '外', '，', '还', '以', '“', '附乱', '有', '据', '”', '的', '罪名', '，', '通缉', '安福', '议员', '方枢', '、', '光云锦', '、', '康士铎', '、', '郑万瞻', '、', '臧荫松', '、', '张宣6', '人', '。']"
Nh,Ns,"(5, 6)","(9, 10)",曹锟,长江,"['这', '道', '命令', '引起', '了', '曹锟', '、', '吴佩孚', '和', '长江', '三督', '的', '严重', '不满', '，', '徐世昌', '才', '又', '于', '7日', '补发', '两', '道', '命令', '，', '除', '通缉', '王揖唐', '外', '，', '还', '以', '“', '附乱', '有', '据', '”', '的', '罪名', '，', '通缉', '安福', '议员', '方枢', '、', '光云锦', '、', '康士铎', '、', '郑万瞻', '、', '臧荫松', '、', '张宣6', '人', '。']"
Nh,Ns,"(7, 8)","(9, 10)",吴佩孚,长江,"['这', '道', '命令', '引起', '了', '曹锟', '、', '吴佩孚', '和', '长江', '三督', '的', '严重', '不满', '，', '徐世昌', '才', '又', '于', '7日', '补发', '两', '道', '命令', '，', '除', '通缉', '王揖唐', '外', '，', '还', '以', '“', '附乱', '有', '据', '”', '的', '罪名', '，', '通缉', '安福', '议员', '方枢', '、', '光云锦', '、', '康士铎', '、', '郑万瞻', '、', '臧荫松', '、', '张宣6', '人', '。']"
Ns,Nh,"(9, 10)","(15, 16)",长江,徐世昌,"['这', '道', '命令', '引起', '了', '曹锟', '、', '吴佩孚', '和', '长江', '三督', '的', '严重', '不满', '，', '徐世昌', '才', '又', '于', '7日', '补发', '两', '道', '命令', '，', '除', '通缉', '王揖唐', '外', '，', '还', '以', '“', '附乱', '有', '据', '”', '的', '罪名', '，', '通缉', '安福', '议员', '方枢', '、', '光云锦', '、', '康士铎', '、', '郑万瞻', '、', '臧荫松', '、', '张宣6', '人', '。']"
Ns,Nh,"(41, 42)","(43, 44)",安福,方枢,"['这', '道', '命令', '引起', '了', '曹锟', '、', '吴佩孚', '和', '长江', '三督', '的', '严重', '不满', '，', '徐世昌', '才', '又', '于', '7日', '补发', '两', '道', '命令', '，', '除', '通缉', '王揖唐', '外', '，', '还', '以', '“', '附乱', '有', '据', '”', '的', '罪名', '，', '通缉', '安福', '议员', '方枢', '、', '光云锦', '、', '康士铎', '、', '郑万瞻', '、', '臧荫松', '、', '张宣6', '人', '。']"
Ns,Nh,"(41, 42)","(47, 48)",安福,康士铎,"['这', '道', '命令', '引起', '了', '曹锟', '、', '吴佩孚', '和', '长江', '三督', '的', '严重', '不满', '，', '徐世昌', '才', '又', '于', '7日', '补发', '两', '道', '命令', '，', '除', '通缉', '王揖唐', '外', '，', '还', '以', '“', '附乱', '有', '据', '”', '的', '罪名', '，', '通缉', '安福', '议员', '方枢', '、', '光云锦', '、', '康士铎', '、', '郑万瞻', '、', '臧荫松', '、', '张宣6', '人', '。']"
Nh,Nh,"(43, 44)","(47, 48)",方枢,康士铎,"['这', '道', '命令', '引起', '了', '曹锟', '、', '吴佩孚', '和', '长江', '三督', '的', '严重', '不满', '，', '徐世昌', '才', '又', '于', '7日', '补发', '两', '道', '命令', '，', '除', '通缉', '王揖唐', '外', '，', '还', '以', '“', '附乱', '有', '据', '”', '的', '罪名', '，', '通缉', '安福', '议员', '方枢', '、', '光云锦', '、', '康士铎', '、', '郑万瞻', '、', '臧荫松', '、', '张宣6', '人', '。']"
Nh,Nh,"(43, 44)","(49, 50)",方枢,郑万瞻,"['这', '道', '命令', '引起', '了', '曹锟', '、', '吴佩孚', '和', '长江', '三督', '的', '严重', '不满', '，', '徐世昌', '才', '又', '于', '7日', '补发', '两', '道', '命令', '，', '除', '通缉', '王揖唐', '外', '，', '还', '以', '“', '附乱', '有', '据', '”', '的', '罪名', '，', '通缉', '安福', '议员', '方枢', '、', '光云锦', '、', '康士铎', '、', '郑万瞻', '、', '臧荫松', '、', '张宣6', '人', '。']"
